 x , y , z , u , v , p 
0.24 , 0.173333 , 0 , -0.200062 , 0.136369 , 0.0322618
0.24 , 0.18 , 0 , -0.205897 , 0.144318 , 0.0314799
0.24 , 0.186667 , 0 , -0.211112 , 0.152163 , 0.0306274
0.24 , 0.193333 , 0 , -0.215693 , 0.159879 , 0.029705
0.24 , 0.2 , 0 , -0.219635 , 0.167446 , 0.0287141
0.24 , 0.206667 , 0 , -0.222935 , 0.174843 , 0.0276564
0.24 , 0.213333 , 0 , -0.225595 , 0.182052 , 0.0265345
0.24 , 0.22 , 0 , -0.227621 , 0.189057 , 0.0253511
0.24 , 0.226667 , 0 , -0.229023 , 0.195842 , 0.0241098
0.24 , 0.233333 , 0 , -0.229815 , 0.202396 , 0.0228143
0.24 , 0.24 , 0 , -0.230013 , 0.208707 , 0.021469
0.24 , 0.246667 , 0 , -0.229639 , 0.214768 , 0.0200783
0.24 , 0.253333 , 0 , -0.228713 , 0.22057 , 0.018647
0.24 , 0.26 , 0 , -0.227263 , 0.22611 , 0.0171802
0.24 , 0.266667 , 0 , -0.225315 , 0.231385 , 0.0156829
0.24 , 0.273333 , 0 , -0.222898 , 0.236395 , 0.0141603
0.24 , 0.28 , 0 , -0.220042 , 0.241141 , 0.0126177
0.24 , 0.286667 , 0 , -0.216778 , 0.245627 , 0.0110601
0.24 , 0.293333 , 0 , -0.213137 , 0.249857 , 0.00949256
0.24 , 0.3 , 0 , -0.209151 , 0.253838 , 0.00792003
0.24 , 0.306667 , 0 , -0.20485 , 0.257577 , 0.00634719
0.24 , 0.313333 , 0 , -0.200265 , 0.261083 , 0.00477855
0.24 , 0.32 , 0 , -0.195424 , 0.264367 , 0.00321839
0.24 , 0.326667 , 0 , -0.190357 , 0.267438 , 0.00167072
0.24 , 0.333333 , 0 , -0.185089 , 0.270308 , 0.000139311
0.24 , 0.34 , 0 , -0.179646 , 0.272988 , -0.00137235
0.24 , 0.346667 , 0 , -0.174052 , 0.27549 , -0.00286103
0.24 , 0.353333 , 0 , -0.168329 , 0.277825 , -0.00432376
0.24 , 0.36 , 0 , -0.162496 , 0.280004 , -0.00575783
0.24 , 0.366667 , 0 , -0.156573 , 0.282039 , -0.00716078
0.24 , 0.373333 , 0 , -0.150575 , 0.283941 , -0.00853037
0.24 , 0.38 , 0 , -0.144519 , 0.28572 , -0.00986457
0.24 , 0.386667 , 0 , -0.138417 , 0.287386 , -0.0111616
0.24 , 0.393333 , 0 , -0.132282 , 0.288948 , -0.0124197
0.24 , 0.4 , 0 , -0.126123 , 0.290416 , -0.0136376
0.24 , 0.406667 , 0 , -0.119951 , 0.291796 , -0.0148138
0.24 , 0.413333 , 0 , -0.113772 , 0.293096 , -0.0159473
0.24 , 0.42 , 0 , -0.107594 , 0.294324 , -0.0170369
0.24 , 0.426667 , 0 , -0.101423 , 0.295485 , -0.0180816
0.24 , 0.433333 , 0 , -0.0952628 , 0.296584 , -0.0190807
0.24 , 0.44 , 0 , -0.0891176 , 0.297626 , -0.0200334
0.24 , 0.446667 , 0 , -0.0829907 , 0.298616 , -0.0209388
0.24 , 0.453333 , 0 , -0.0768846 , 0.299556 , -0.0217965
0.24 , 0.46 , 0 , -0.0708014 , 0.300451 , -0.0226059
0.24 , 0.466667 , 0 , -0.0647425 , 0.301301 , -0.0233662
0.24 , 0.473333 , 0 , -0.058709 , 0.30211 , -0.0240772
0.24 , 0.48 , 0 , -0.0527017 , 0.302879 , -0.0247382
0.24 , 0.486667 , 0 , -0.0467211 , 0.303609 , -0.025349
0.24 , 0.493333 , 0 , -0.0407675 , 0.3043 , -0.0259089
0.24 , 0.5 , 0 , -0.034841 , 0.304953 , -0.0264178
0.24 , 0.506667 , 0 , -0.0289417 , 0.305568 , -0.0268751
0.24 , 0.513333 , 0 , -0.0230695 , 0.306144 , -0.0272806
0.24 , 0.52 , 0 , -0.0172242 , 0.306681 , -0.0276338
0.24 , 0.526667 , 0 , -0.011406 , 0.307177 , -0.0279346
0.24 , 0.533333 , 0 , -0.00561462 , 0.307632 , -0.0281826
0.24 , 0.54 , 0 , 0.000149736 , 0.308044 , -0.0283774
0.24 , 0.546667 , 0 , 0.00588692 , 0.308411 , -0.028519
0.24 , 0.553333 , 0 , 0.0115966 , 0.30873 , -0.0286069
0.24 , 0.56 , 0 , 0.0172783 , 0.309001 , -0.0286409
0.24 , 0.566667 , 0 , 0.0229314 , 0.309219 , -0.0286209
0.24 , 0.573333 , 0 , 0.0285548 , 0.309382 , -0.0285466
0.24 , 0.58 , 0 , 0.0341475 , 0.309487 , -0.0284179
0.24 , 0.586667 , 0 , 0.0397081 , 0.309531 , -0.0282346
0.24 , 0.593333 , 0 , 0.0452347 , 0.30951 , -0.0279965
0.24 , 0.6 , 0 , 0.0507253 , 0.309421 , -0.0277035
0.24 , 0.606667 , 0 , 0.0561774 , 0.309258 , -0.0273556
0.24 , 0.613333 , 0 , 0.0615883 , 0.309018 , -0.0269528
0.24 , 0.62 , 0 , 0.0669548 , 0.308697 , -0.0264948
0.24 , 0.626667 , 0 , 0.0722732 , 0.308289 , -0.0259819
0.24 , 0.633333 , 0 , 0.0775395 , 0.307789 , -0.0254141
0.24 , 0.64 , 0 , 0.0827491 , 0.307193 , -0.0247913
0.24 , 0.646667 , 0 , 0.0878971 , 0.306494 , -0.0241139
0.24 , 0.653333 , 0 , 0.092978 , 0.305687 , -0.0233819
0.24 , 0.66 , 0 , 0.0979859 , 0.304766 , -0.0225956
0.24 , 0.666667 , 0 , 0.102914 , 0.303725 , -0.0217554
0.24 , 0.673333 , 0 , 0.107756 , 0.302557 , -0.0208615
0.24 , 0.68 , 0 , 0.112504 , 0.301256 , -0.0199144
0.24 , 0.686667 , 0 , 0.117149 , 0.299817 , -0.0189147
0.24 , 0.693333 , 0 , 0.121685 , 0.298231 , -0.0178628
0.24 , 0.7 , 0 , 0.126101 , 0.296492 , -0.0167596
0.24 , 0.706667 , 0 , 0.130388 , 0.294593 , -0.0156056
0.24 , 0.713333 , 0 , 0.134536 , 0.292528 , -0.0144018
0.24 , 0.72 , 0 , 0.138535 , 0.29029 , -0.0131492
0.24 , 0.726667 , 0 , 0.142375 , 0.287871 , -0.0118487
0.24 , 0.733333 , 0 , 0.146044 , 0.285264 , -0.0105015
0.24 , 0.74 , 0 , 0.149531 , 0.282464 , -0.009109
0.24 , 0.746667 , 0 , 0.152824 , 0.279462 , -0.00767255
0.24 , 0.753333 , 0 , 0.155911 , 0.276252 , -0.0061937
0.24 , 0.76 , 0 , 0.158781 , 0.272827 , -0.00467418
0.24 , 0.766667 , 0 , 0.161421 , 0.269181 , -0.00311585
0.24 , 0.773333 , 0 , 0.163819 , 0.265306 , -0.00152074
0.24 , 0.78 , 0 , 0.165962 , 0.261196 , 0.000108923
0.24 , 0.786667 , 0 , 0.167838 , 0.256844 , 0.00177071
0.24 , 0.793333 , 0 , 0.169434 , 0.252243 , 0.00346198
0.24 , 0.8 , 0 , 0.170738 , 0.247387 , 0.00517985
0.24 , 0.806667 , 0 , 0.171739 , 0.242269 , 0.00692118
0.24 , 0.813333 , 0 , 0.172425 , 0.236882 , 0.00868256
0.24 , 0.82 , 0 , 0.172784 , 0.231221 , 0.0104602
0.24 , 0.826667 , 0 , 0.172806 , 0.225279 , 0.0122502
0.24 , 0.833333 , 0 , 0.17248 , 0.219051 , 0.014048
0.24 , 0.84 , 0 , 0.171798 , 0.212529 , 0.0158489
0.24 , 0.846667 , 0 , 0.170752 , 0.205711 , 0.0176477
0.24 , 0.853333 , 0 , 0.169334 , 0.198589 , 0.0194387
0.24 , 0.86 , 0 , 0.167538 , 0.191162 , 0.0212161
0.24 , 0.866667 , 0 , 0.165361 , 0.183425 , 0.0229732
0.24 , 0.873333 , 0 , 0.1628 , 0.175376 , 0.0247031
0.24 , 0.88 , 0 , 0.159857 , 0.167014 , 0.0263985
0.24 , 0.886667 , 0 , 0.156536 , 0.158339 , 0.0280516
0.24 , 0.893333 , 0 , 0.152851 , 0.149352 , 0.0296542
0.24 , 0.9 , 0 , 0.148838 , 0.140056 , 0.0311977
0.24 , 0.906667 , 0 , 0.144578 , 0.130453 , 0.0326735
0.24 , 0.913333 , 0 , 0.140252 , 0.120545 , 0.0340727
0.24 , 0.92 , 0 , 0.136251 , 0.110332 , 0.0353868
0.24 , 0.926667 , 0 , 0.133357 , 0.0998072 , 0.0366077
0.24 , 0.933333 , 0 , 0.133033 , 0.0889594 , 0.0377286
0.24 , 0.94 , 0 , 0.137801 , 0.0777731 , 0.0387445
0.24 , 0.946667 , 0 , 0.151633 , 0.066243 , 0.0396538
0.24 , 0.953333 , 0 , 0.18021 , 0.0544046 , 0.0404592
0.24 , 0.96 , 0 , 0.230768 , 0.0423881 , 0.0411709
0.24 , 0.966667 , 0 , 0.311296 , 0.0304932 , 0.0418086
0.24 , 0.973333 , 0 , 0.428847 , 0.0192752 , 0.0424043
0.24 , 0.98 , 0 , 0.586935 , 0.00961371 , 0.0430026
0.24 , 0.986667 , 0 , 0.782106 , 0.0027186 , 0.0436556
0.24 , 0.993333 , 0 , 1 , 0 , 0.0440025
0.246667 , 0 , 0 , 0 , 0 , 0.0359929
0.246667 , 0.00666667 , 0 , -0.00180344 , 0.000194776 , 0.0360243
0.246667 , 0.0133333 , 0 , -0.00469591 , 0.000808325 , 0.0360889
0.246667 , 0.02 , 0 , -0.00862038 , 0.00186744 , 0.0361567
0.246667 , 0.0266667 , 0 , -0.0135181 , 0.00339582 , 0.0362266
0.246667 , 0.0333333 , 0 , -0.0193277 , 0.00541336 , 0.0362967
0.246667 , 0.04 , 0 , -0.0259838 , 0.00793532 , 0.0363652
0.246667 , 0.0466667 , 0 , -0.0334167 , 0.0109716 , 0.0364295
0.246667 , 0.0533333 , 0 , -0.0415512 , 0.014526 , 0.0364867
0.246667 , 0.06 , 0 , -0.0503067 , 0.0185956 , 0.0365335
0.246667 , 0.0666667 , 0 , -0.0595971 , 0.0231706 , 0.0365663
0.246667 , 0.0733333 , 0 , -0.0693313 , 0.028234 , 0.0365809
0.246667 , 0.08 , 0 , -0.0794145 , 0.0337622 , 0.036573
0.246667 , 0.0866667 , 0 , -0.0897491 , 0.0397251 , 0.036538
0.246667 , 0.0933333 , 0 , -0.100237 , 0.0460873 , 0.0364711
0.246667 , 0.1 , 0 , -0.110781 , 0.052809 , 0.0363674
0.246667 , 0.106667 , 0 , -0.121287 , 0.0598473 , 0.036222
0.246667 , 0.113333 , 0 , -0.131666 , 0.0671577 , 0.0360302
0.246667 , 0.12 , 0 , -0.141833 , 0.0746948 , 0.0357874
0.246667 , 0.126667 , 0 , -0.151711 , 0.0824139 , 0.0354893
0.246667 , 0.133333 , 0 , -0.161233 , 0.090272 , 0.0351319
0.246667 , 0.14 , 0 , -0.170337 , 0.0982277 , 0.0347116
0.246667 , 0.146667 , 0 , -0.178971 , 0.106242 , 0.0342253
0.246667 , 0.153333 , 0 , -0.187088 , 0.11428 , 0.0336706
0.246667 , 0.16 , 0 , -0.194651 , 0.122308 , 0.0330454
0.246667 , 0.166667 , 0 , -0.201629 , 0.130294 , 0.0323483
0.246667 , 0.173333 , 0 , -0.207995 , 0.138211 , 0.0315785
0.246667 , 0.18 , 0 , -0.21373 , 0.146032 , 0.0307358
0.246667 , 0.186667 , 0 , -0.218821 , 0.153733 , 0.0298207
0.246667 , 0.193333 , 0 , -0.223256 , 0.161291 , 0.0288344
0.246667 , 0.2 , 0 , -0.227031 , 0.168685 , 0.0277785
0.246667 , 0.206667 , 0 , -0.230145 , 0.175896 , 0.0266553
0.246667 , 0.213333 , 0 , -0.232602 , 0.182907 , 0.0254676
0.246667 , 0.22 , 0 , -0.234411 , 0.189702 , 0.0242189
0.246667 , 0.226667 , 0 , -0.235582 , 0.196266 , 0.0229131
0.246667 , 0.233333 , 0 , -0.236132 , 0.202589 , 0.0215543
0.246667 , 0.24 , 0 , -0.236079 , 0.208659 , 0.0201472
0.246667 , 0.246667 , 0 , -0.235445 , 0.21447 , 0.0186967
0.246667 , 0.253333 , 0 , -0.234256 , 0.220016 , 0.017208
0.246667 , 0.26 , 0 , -0.232539 , 0.225293 , 0.0156864
0.246667 , 0.266667 , 0 , -0.230323 , 0.2303 , 0.0141372
0.246667 , 0.273333 , 0 , -0.22764 , 0.235037 , 0.0125658
0.246667 , 0.28 , 0 , -0.224521 , 0.239509 , 0.0109777
0.246667 , 0.286667 , 0 , -0.220998 , 0.243719 , 0.00937796
0.246667 , 0.293333 , 0 , -0.217105 , 0.247673 , 0.00777182
0.246667 , 0.3 , 0 , -0.212874 , 0.25138 , 0.00616419
0.246667 , 0.306667 , 0 , -0.208337 , 0.254847 , 0.00455977
0.246667 , 0.313333 , 0 , -0.203526 , 0.258086 , 0.00296302
0.246667 , 0.32 , 0 , -0.19847 , 0.261107 , 0.00137815
0.246667 , 0.326667 , 0 , -0.193199 , 0.263921 , -0.00019093
0.246667 , 0.333333 , 0 , -0.187739 , 0.266541 , -0.00174059
0.246667 , 0.34 , 0 , -0.182116 , 0.268979 , -0.0032675
0.246667 , 0.346667 , 0 , -0.176354 , 0.271246 , -0.00476858
0.246667 , 0.353333 , 0 , -0.170473 , 0.273356 , -0.00624107
0.246667 , 0.36 , 0 , -0.164496 , 0.27532 , -0.00768243
0.246667 , 0.366667 , 0 , -0.158438 , 0.27715 , -0.0090904
0.246667 , 0.373333 , 0 , -0.152318 , 0.278856 , -0.0104629
0.246667 , 0.38 , 0 , -0.146148 , 0.280449 , -0.0117982
0.246667 , 0.386667 , 0 , -0.139943 , 0.28194 , -0.0130946
0.246667 , 0.393333 , 0 , -0.133714 , 0.283338 , -0.0143507
0.246667 , 0.4 , 0 , -0.127469 , 0.284651 , -0.0155651
0.246667 , 0.406667 , 0 , -0.121219 , 0.285886 , -0.0167368
0.246667 , 0.413333 , 0 , -0.114969 , 0.287052 , -0.0178647
0.246667 , 0.42 , 0 , -0.108726 , 0.288155 , -0.0189479
0.246667 , 0.426667 , 0 , -0.102495 , 0.289201 , -0.0199856
0.246667 , 0.433333 , 0 , -0.0962801 , 0.290194 , -0.020977
0.246667 , 0.44 , 0 , -0.0900846 , 0.291138 , -0.0219216
0.246667 , 0.446667 , 0 , -0.0839111 , 0.292039 , -0.0228186
0.246667 , 0.453333 , 0 , -0.0777616 , 0.292899 , -0.0236676
0.246667 , 0.46 , 0 , -0.0716374 , 0.29372 , -0.0244681
0.246667 , 0.466667 , 0 , -0.0655396 , 0.294506 , -0.0252196
0.246667 , 0.473333 , 0 , -0.0594689 , 0.295257 , -0.0259216
0.246667 , 0.48 , 0 , -0.0534255 , 0.295974 , -0.0265737
0.246667 , 0.486667 , 0 , -0.0474096 , 0.29666 , -0.0271756
0.246667 , 0.493333 , 0 , -0.041421 , 0.297313 , -0.0277269
0.246667 , 0.5 , 0 , -0.0354596 , 0.297934 , -0.0282272
0.246667 , 0.506667 , 0 , -0.029525 , 0.298523 , -0.0286762
0.246667 , 0.513333 , 0 , -0.0236168 , 0.299079 , -0.0290736
0.246667 , 0.52 , 0 , -0.0177347 , 0.299602 , -0.0294189
0.246667 , 0.526667 , 0 , -0.0118784 , 0.30009 , -0.0297121
0.246667 , 0.533333 , 0 , -0.00604747 , 0.300541 , -0.0299526
0.246667 , 0.54 , 0 , -0.000241811 , 0.300955 , -0.0301403
0.246667 , 0.546667 , 0 , 0.00553867 , 0.301329 , -0.0302748
0.246667 , 0.553333 , 0 , 0.0112939 , 0.301661 , -0.0303559
0.246667 , 0.56 , 0 , 0.0170237 , 0.301949 , -0.0303834
0.246667 , 0.566667 , 0 , 0.0227275 , 0.30219 , -0.0303569
0.246667 , 0.573333 , 0 , 0.0284047 , 0.302381 , -0.0302764
0.246667 , 0.58 , 0 , 0.0340545 , 0.30252 , -0.0301414
0.246667 , 0.586667 , 0 , 0.0396755 , 0.302602 , -0.029952
0.246667 , 0.593333 , 0 , 0.0452663 , 0.302624 , -0.0297078
0.246667 , 0.6 , 0 , 0.050825 , 0.302582 , -0.0294087
0.246667 , 0.606667 , 0 , 0.0563496 , 0.302473 , -0.0290546
0.246667 , 0.613333 , 0 , 0.0618374 , 0.302292 , -0.0286454
0.246667 , 0.62 , 0 , 0.0672854 , 0.302034 , -0.0281809
0.246667 , 0.626667 , 0 , 0.0726904 , 0.301694 , -0.0276613
0.246667 , 0.633333 , 0 , 0.0780485 , 0.301268 , -0.0270863
0.246667 , 0.64 , 0 , 0.0833553 , 0.300749 , -0.0264561
0.246667 , 0.646667 , 0 , 0.0886062 , 0.300133 , -0.0257708
0.246667 , 0.653333 , 0 , 0.093796 , 0.299414 , -0.0250304
0.246667 , 0.66 , 0 , 0.0989187 , 0.298585 , -0.0242352
0.246667 , 0.666667 , 0 , 0.103968 , 0.29764 , -0.0233853
0.246667 , 0.673333 , 0 , 0.108938 , 0.296573 , -0.0224811
0.246667 , 0.68 , 0 , 0.11382 , 0.295377 , -0.0215229
0.246667 , 0.686667 , 0 , 0.118606 , 0.294046 , -0.0205112
0.246667 , 0.693333 , 0 , 0.12329 , 0.292572 , -0.0194464
0.246667 , 0.7 , 0 , 0.12786 , 0.290948 , -0.0183293
0.246667 , 0.706667 , 0 , 0.132309 , 0.289167 , -0.0171605
0.246667 , 0.713333 , 0 , 0.136626 , 0.287222 , -0.0159409
0.246667 , 0.72 , 0 , 0.140802 , 0.285106 , -0.0146712
0.246667 , 0.726667 , 0 , 0.144825 , 0.282812 , -0.0133527
0.246667 , 0.733333 , 0 , 0.148684 , 0.280331 , -0.0119864
0.246667 , 0.74 , 0 , 0.152368 , 0.277658 , -0.0105736
0.246667 , 0.746667 , 0 , 0.155866 , 0.274784 , -0.00911585
0.246667 , 0.753333 , 0 , 0.159165 , 0.271702 , -0.00761464
0.246667 , 0.76 , 0 , 0.162253 , 0.268406 , -0.00607175
0.246667 , 0.766667 , 0 , 0.165118 , 0.264888 , -0.00448911
0.246667 , 0.773333 , 0 , 0.167748 , 0.261141 , -0.00286887
0.246667 , 0.78 , 0 , 0.17013 , 0.257158 , -0.00121333
0.246667 , 0.786667 , 0 , 0.172252 , 0.252933 , 0.000474954
0.246667 , 0.793333 , 0 , 0.174101 , 0.248459 , 0.0021932
0.246667 , 0.8 , 0 , 0.175664 , 0.243728 , 0.00393837
0.246667 , 0.806667 , 0 , 0.176931 , 0.238735 , 0.00570716
0.246667 , 0.813333 , 0 , 0.177888 , 0.233473 , 0.00749596
0.246667 , 0.82 , 0 , 0.178526 , 0.227935 , 0.00930085
0.246667 , 0.826667 , 0 , 0.178832 , 0.222116 , 0.0111176
0.246667 , 0.833333 , 0 , 0.178796 , 0.21601 , 0.0129415
0.246667 , 0.84 , 0 , 0.17841 , 0.209611 , 0.0147676
0.246667 , 0.846667 , 0 , 0.177663 , 0.202915 , 0.0165905
0.246667 , 0.853333 , 0 , 0.176549 , 0.195916 , 0.0184044
0.246667 , 0.86 , 0 , 0.175061 , 0.188612 , 0.0202031
0.246667 , 0.866667 , 0 , 0.173195 , 0.180998 , 0.0219797
0.246667 , 0.873333 , 0 , 0.170946 , 0.173074 , 0.0237273
0.246667 , 0.88 , 0 , 0.168315 , 0.164838 , 0.0254383
0.246667 , 0.886667 , 0 , 0.165306 , 0.15629 , 0.0271048
0.246667 , 0.893333 , 0 , 0.161932 , 0.147432 , 0.0287185
0.246667 , 0.9 , 0 , 0.158226 , 0.138265 , 0.0302708
0.246667 , 0.906667 , 0 , 0.154271 , 0.128794 , 0.031753
0.246667 , 0.913333 , 0 , 0.15025 , 0.11902 , 0.0331564
0.246667 , 0.92 , 0 , 0.146557 , 0.108941 , 0.0344725
0.246667 , 0.926667 , 0 , 0.143981 , 0.0985505 , 0.0356937
0.246667 , 0.933333 , 0 , 0.143989 , 0.0878357 , 0.0368135
0.246667 , 0.94 , 0 , 0.149099 , 0.0767797 , 0.0378274
0.246667 , 0.946667 , 0 , 0.163258 , 0.0653771 , 0.0387343
0.246667 , 0.953333 , 0 , 0.192076 , 0.0536653 , 0.0395376
0.246667 , 0.96 , 0 , 0.24266 , 0.0417783 , 0.0402476
0.246667 , 0.966667 , 0 , 0.322783 , 0.0300207 , 0.0408839
0.246667 , 0.973333 , 0 , 0.439214 , 0.0189491 , 0.0414774
0.246667 , 0.98 , 0 , 0.595146 , 0.00943464 , 0.0420714
0.246667 , 0.986667 , 0 , 0.786868 , 0.00266211 , 0.0427162
0.246667 , 0.993333 , 0 , 1 , 0 , 0.0430579
0.253333 , 0 , 0 , 0 , 0 , 0.0358211
0.253333 , 0.00666667 , 0 , -0.0022216 , 0.000209449 , 0.0358545
0.253333 , 0.0133333 , 0 , -0.0055594 , 0.000865128 , 0.0359231
0.253333 , 0.02 , 0 , -0.00995356 , 0.00199194 , 0.0359944
0.253333 , 0.0266667 , 0 , -0.0153418 , 0.0036115 , 0.0360672
0.253333 , 0.0333333 , 0 , -0.0216582 , 0.00574132 , 0.0361397
0.253333 , 0.04 , 0 , -0.0288323 , 0.00839383 , 0.0362095
0.253333 , 0.0466667 , 0 , -0.0367884 , 0.0115756 , 0.0362739
0.253333 , 0.0533333 , 0 , -0.0454446 , 0.0152867 , 0.0363297
0.253333 , 0.06 , 0 , -0.0547133 , 0.0195198 , 0.0363733
0.253333 , 0.0666667 , 0 , -0.0645013 , 0.0242608 , 0.0364007
0.253333 , 0.0733333 , 0 , -0.0747104 , 0.0294877 , 0.0364074
0.253333 , 0.08 , 0 , -0.0852393 , 0.0351722 , 0.0363887
0.253333 , 0.0866667 , 0 , -0.0959848 , 0.0412798 , 0.0363398
0.253333 , 0.0933333 , 0 , -0.106844 , 0.047771 , 0.0362555
0.253333 , 0.1 , 0 , -0.117717 , 0.0546025 , 0.0361308
0.253333 , 0.106667 , 0 , -0.128506 , 0.0617288 , 0.0359607
0.253333 , 0.113333 , 0 , -0.139122 , 0.0691036 , 0.0357402
0.253333 , 0.12 , 0 , -0.149481 , 0.0766805 , 0.0354647
0.253333 , 0.126667 , 0 , -0.159508 , 0.0844147 , 0.0351299
0.253333 , 0.133333 , 0 , -0.169136 , 0.0922634 , 0.0347319
0.253333 , 0.14 , 0 , -0.178307 , 0.100186 , 0.0342673
0.253333 , 0.146667 , 0 , -0.18697 , 0.108146 , 0.0337332
0.253333 , 0.153333 , 0 , -0.195083 , 0.116108 , 0.0331273
0.253333 , 0.16 , 0 , -0.202611 , 0.124041 , 0.0324478
0.253333 , 0.166667 , 0 , -0.209524 , 0.131914 , 0.0316937
0.253333 , 0.173333 , 0 , -0.2158 , 0.139702 , 0.0308645
0.253333 , 0.18 , 0 , -0.221419 , 0.147379 , 0.0299605
0.253333 , 0.186667 , 0 , -0.226371 , 0.154921 , 0.0289824
0.253333 , 0.193333 , 0 , -0.230645 , 0.162306 , 0.0279318
0.253333 , 0.2 , 0 , -0.234241 , 0.169515 , 0.0268109
0.253333 , 0.206667 , 0 , -0.237157 , 0.176528 , 0.0256223
0.253333 , 0.213333 , 0 , -0.2394 , 0.18333 , 0.0243695
0.253333 , 0.22 , 0 , -0.24098 , 0.189904 , 0.0230563
0.253333 , 0.226667 , 0 , -0.24191 , 0.196238 , 0.0216868
0.253333 , 0.233333 , 0 , -0.242208 , 0.202321 , 0.0202659
0.253333 , 0.24 , 0 , -0.241895 , 0.208143 , 0.0187986
0.253333 , 0.246667 , 0 , -0.240995 , 0.213698 , 0.0172901
0.253333 , 0.253333 , 0 , -0.239536 , 0.218981 , 0.015746
0.253333 , 0.26 , 0 , -0.237547 , 0.22399 , 0.0141717
0.253333 , 0.266667 , 0 , -0.23506 , 0.228725 , 0.0125729
0.253333 , 0.273333 , 0 , -0.232107 , 0.233188 , 0.0109553
0.253333 , 0.28 , 0 , -0.228723 , 0.237384 , 0.00932419
0.253333 , 0.286667 , 0 , -0.224942 , 0.241317 , 0.0076851
0.253333 , 0.293333 , 0 , -0.220798 , 0.244997 , 0.00604314
0.253333 , 0.3 , 0 , -0.216325 , 0.248431 , 0.00440325
0.253333 , 0.306667 , 0 , -0.211556 , 0.25163 , 0.00277011
0.253333 , 0.313333 , 0 , -0.206524 , 0.254606 , 0.00114812
0.253333 , 0.32 , 0 , -0.201259 , 0.257369 , -0.000458638
0.253333 , 0.326667 , 0 , -0.195791 , 0.259933 , -0.00204637
0.253333 , 0.333333 , 0 , -0.190147 , 0.262311 , -0.00361161
0.253333 , 0.34 , 0 , -0.184352 , 0.264514 , -0.00515118
0.253333 , 0.346667 , 0 , -0.17843 , 0.266557 , -0.00666222
0.253333 , 0.353333 , 0 , -0.172402 , 0.268451 , -0.00814213
0.253333 , 0.36 , 0 , -0.166289 , 0.27021 , -0.00958859
0.253333 , 0.366667 , 0 , -0.160108 , 0.271845 , -0.0109995
0.253333 , 0.373333 , 0 , -0.153875 , 0.273366 , -0.0123731
0.253333 , 0.38 , 0 , -0.147603 , 0.274786 , -0.0137078
0.253333 , 0.386667 , 0 , -0.141305 , 0.276113 , -0.015002
0.253333 , 0.393333 , 0 , -0.134992 , 0.277358 , -0.0162545
0.253333 , 0.4 , 0 , -0.128672 , 0.278527 , -0.0174643
0.253333 , 0.406667 , 0 , -0.122353 , 0.27963 , -0.0186303
0.253333 , 0.413333 , 0 , -0.116041 , 0.280673 , -0.0197517
0.253333 , 0.42 , 0 , -0.109743 , 0.281662 , -0.0208277
0.253333 , 0.426667 , 0 , -0.103461 , 0.282603 , -0.0218576
0.253333 , 0.433333 , 0 , -0.0972006 , 0.2835 , -0.0228408
0.253333 , 0.44 , 0 , -0.0909632 , 0.284357 , -0.0237768
0.253333 , 0.446667 , 0 , -0.0847512 , 0.285178 , -0.0246651
0.253333 , 0.453333 , 0 , -0.0785659 , 0.285966 , -0.0255052
0.253333 , 0.46 , 0 , -0.0724082 , 0.286723 , -0.0262967
0.253333 , 0.466667 , 0 , -0.0662787 , 0.28745 , -0.0270392
0.253333 , 0.473333 , 0 , -0.0601775 , 0.28815 , -0.0277323
0.253333 , 0.48 , 0 , -0.0541045 , 0.288822 , -0.0283756
0.253333 , 0.486667 , 0 , -0.0480595 , 0.289469 , -0.0289689
0.253333 , 0.493333 , 0 , -0.042042 , 0.290089 , -0.0295117
0.253333 , 0.5 , 0 , -0.0360514 , 0.290683 , -0.0300038
0.253333 , 0.506667 , 0 , -0.030087 , 0.291249 , -0.0304448
0.253333 , 0.513333 , 0 , -0.0241484 , 0.291789 , -0.0308344
0.253333 , 0.52 , 0 , -0.0182347 , 0.292299 , -0.0311724
0.253333 , 0.526667 , 0 , -0.0123455 , 0.29278 , -0.0314583
0.253333 , 0.533333 , 0 , -0.00648007 , 0.293229 , -0.031692
0.253333 , 0.54 , 0 , -0.000638109 , 0.293646 , -0.0318731
0.253333 , 0.546667 , 0 , 0.00518074 , 0.294027 , -0.0320013
0.253333 , 0.553333 , 0 , 0.0109766 , 0.294371 , -0.0320763
0.253333 , 0.56 , 0 , 0.0167496 , 0.294675 , -0.032098
0.253333 , 0.566667 , 0 , 0.0224993 , 0.294937 , -0.0320659
0.253333 , 0.573333 , 0 , 0.0282255 , 0.295153 , -0.0319799
0.253333 , 0.58 , 0 , 0.0339273 , 0.295322 , -0.0318397
0.253333 , 0.586667 , 0 , 0.0396039 , 0.295439 , -0.0316451
0.253333 , 0.593333 , 0 , 0.045254 , 0.2955 , -0.0313958
0.253333 , 0.6 , 0 , 0.050876 , 0.295503 , -0.0310918
0.253333 , 0.606667 , 0 , 0.056468 , 0.295443 , -0.0307326
0.253333 , 0.613333 , 0 , 0.0620278 , 0.295316 , -0.0303184
0.253333 , 0.62 , 0 , 0.0675525 , 0.295116 , -0.0298488
0.253333 , 0.626667 , 0 , 0.0730391 , 0.29484 , -0.0293238
0.253333 , 0.633333 , 0 , 0.0784841 , 0.294482 , -0.0287433
