 x , y , z , u , v , p 
0.00666667 , 0.406667 , 0 , -0.000402554 , 0.0421581 , 0.0267763
0.00666667 , 0.413333 , 0 , -0.000358046 , 0.0429062 , 0.0258698
0.00666667 , 0.42 , 0 , -0.000312775 , 0.0435756 , 0.0249612
0.00666667 , 0.426667 , 0 , -0.000266982 , 0.0441649 , 0.0240539
0.00666667 , 0.433333 , 0 , -0.0002209 , 0.044673 , 0.0231511
0.00666667 , 0.44 , 0 , -0.000174752 , 0.0450993 , 0.0222562
0.00666667 , 0.446667 , 0 , -0.000128754 , 0.0454435 , 0.0213722
0.00666667 , 0.453333 , 0 , -8.3108e-05 , 0.0457056 , 0.0205022
0.00666667 , 0.46 , 0 , -3.80068e-05 , 0.0458862 , 0.0196488
0.00666667 , 0.466667 , 0 , 6.36867e-06 , 0.0459859 , 0.0188149
0.00666667 , 0.473333 , 0 , 4.98495e-05 , 0.0460059 , 0.018003
0.00666667 , 0.48 , 0 , 9.22786e-05 , 0.0459473 , 0.0172154
0.00666667 , 0.486667 , 0 , 0.000133511 , 0.045812 , 0.0164543
0.00666667 , 0.493333 , 0 , 0.000173413 , 0.0456017 , 0.0157216
0.00666667 , 0.5 , 0 , 0.000211863 , 0.0453185 , 0.0150191
0.00666667 , 0.506667 , 0 , 0.000248752 , 0.0449649 , 0.0143484
0.00666667 , 0.513333 , 0 , 0.000283981 , 0.0445433 , 0.0137107
0.00666667 , 0.52 , 0 , 0.000317463 , 0.0440564 , 0.0131074
0.00666667 , 0.526667 , 0 , 0.000349121 , 0.0435072 , 0.0125392
0.00666667 , 0.533333 , 0 , 0.000378889 , 0.0428988 , 0.012007
0.00666667 , 0.54 , 0 , 0.000406712 , 0.0422342 , 0.0115112
0.00666667 , 0.546667 , 0 , 0.000432543 , 0.0415168 , 0.0110523
0.00666667 , 0.553333 , 0 , 0.000456346 , 0.04075 , 0.0106303
0.00666667 , 0.56 , 0 , 0.000478095 , 0.0399373 , 0.0102453
0.00666667 , 0.566667 , 0 , 0.000497772 , 0.0390823 , 0.00989705
0.00666667 , 0.573333 , 0 , 0.000515368 , 0.0381885 , 0.00958515
0.00666667 , 0.58 , 0 , 0.000530884 , 0.0372596 , 0.0093091
0.00666667 , 0.586667 , 0 , 0.000544326 , 0.0362994 , 0.00906823
0.00666667 , 0.593333 , 0 , 0.000555712 , 0.0353114 , 0.00886173
0.00666667 , 0.6 , 0 , 0.000565065 , 0.0342995 , 0.00868868
0.00666667 , 0.606667 , 0 , 0.000572417 , 0.0332672 , 0.00854803
0.00666667 , 0.613333 , 0 , 0.000577805 , 0.0322183 , 0.00843863
0.00666667 , 0.62 , 0 , 0.000581275 , 0.0311562 , 0.00835925
0.00666667 , 0.626667 , 0 , 0.000582879 , 0.0300847 , 0.00830857
0.00666667 , 0.633333 , 0 , 0.000582674 , 0.029007 , 0.00828521
0.00666667 , 0.64 , 0 , 0.000580724 , 0.0279267 , 0.00828773
0.00666667 , 0.646667 , 0 , 0.000577096 , 0.026847 , 0.00831465
0.00666667 , 0.653333 , 0 , 0.000571864 , 0.0257712 , 0.00836446
0.00666667 , 0.66 , 0 , 0.000565104 , 0.0247022 , 0.00843562
0.00666667 , 0.666667 , 0 , 0.000556896 , 0.0236431 , 0.00852659
0.00666667 , 0.673333 , 0 , 0.000547323 , 0.0225966 , 0.00863582
0.00666667 , 0.68 , 0 , 0.00053647 , 0.0215656 , 0.00876179
0.00666667 , 0.686667 , 0 , 0.000524422 , 0.0205525 , 0.00890297
0.00666667 , 0.693333 , 0 , 0.000511265 , 0.0195597 , 0.00905787
0.00666667 , 0.7 , 0 , 0.000497085 , 0.0185895 , 0.00922504
0.00666667 , 0.706667 , 0 , 0.000481965 , 0.017644 , 0.00940308
0.00666667 , 0.713333 , 0 , 0.000465986 , 0.0167252 , 0.00959061
0.00666667 , 0.72 , 0 , 0.000449226 , 0.0158349 , 0.00978634
0.00666667 , 0.726667 , 0 , 0.000431755 , 0.0149749 , 0.00998902
0.00666667 , 0.733333 , 0 , 0.000413638 , 0.0141466 , 0.0101975
0.00666667 , 0.74 , 0 , 0.00039493 , 0.0133516 , 0.0104106
0.00666667 , 0.746667 , 0 , 0.000375677 , 0.0125912 , 0.0106273
0.00666667 , 0.753333 , 0 , 0.000355909 , 0.0118668 , 0.0108466
0.00666667 , 0.76 , 0 , 0.000335638 , 0.0111796 , 0.0110678
0.00666667 , 0.766667 , 0 , 0.000314853 , 0.0105309 , 0.0112899
0.00666667 , 0.773333 , 0 , 0.000293514 , 0.00992204 , 0.0115123
0.00666667 , 0.78 , 0 , 0.000271544 , 0.0093544 , 0.0117342
0.00666667 , 0.786667 , 0 , 0.000248815 , 0.00882964 , 0.0119552
0.00666667 , 0.793333 , 0 , 0.000225136 , 0.00834968 , 0.0121747
0.00666667 , 0.8 , 0 , 0.000200233 , 0.00791685 , 0.0123924
0.00666667 , 0.806667 , 0 , 0.000173728 , 0.0075341 , 0.0126079
0.00666667 , 0.813333 , 0 , 0.0001451 , 0.00720518 , 0.0128209
0.00666667 , 0.82 , 0 , 0.000113657 , 0.00693492 , 0.013031
0.00666667 , 0.826667 , 0 , 7.84795e-05 , 0.00672956 , 0.0132381
0.00666667 , 0.833333 , 0 , 3.83617e-05 , 0.00659721 , 0.0134417
0.00666667 , 0.84 , 0 , -8.26355e-06 , 0.00654835 , 0.0136412
0.00666667 , 0.846667 , 0 , -6.34224e-05 , 0.00659651 , 0.0138359
0.00666667 , 0.853333 , 0 , -0.000129721 , 0.0067591 , 0.0140245
0.00666667 , 0.86 , 0 , -0.000210498 , 0.0070584 , 0.0142051
0.00666667 , 0.866667 , 0 , -0.000310024 , 0.00752285 , 0.0143747
0.00666667 , 0.873333 , 0 , -0.000433756 , 0.0081886 , 0.0145287
0.00666667 , 0.88 , 0 , -0.000588669 , 0.00910146 , 0.0146608
0.00666667 , 0.886667 , 0 , -0.0007837 , 0.0103193 , 0.0147612
0.00666667 , 0.893333 , 0 , -0.00103035 , 0.0119149 , 0.014816
0.00666667 , 0.9 , 0 , -0.00134353 , 0.0139803 , 0.0148055
0.00666667 , 0.906667 , 0 , -0.0017428 , 0.016631 , 0.0147011
0.00666667 , 0.913333 , 0 , -0.00225433 , 0.0200129 , 0.0144625
0.00666667 , 0.92 , 0 , -0.0029142 , 0.0243108 , 0.014032
0.00666667 , 0.926667 , 0 , -0.00377442 , 0.0297614 , 0.0133273
0.00666667 , 0.933333 , 0 , -0.00491462 , 0.0366715 , 0.0122291
0.00666667 , 0.94 , 0 , -0.00646612 , 0.0454491 , 0.0105613
0.00666667 , 0.946667 , 0 , -0.0086631 , 0.0566528 , 0.00805629
0.00666667 , 0.953333 , 0 , -0.0119521 , 0.0710722 , 0.00428797
0.00666667 , 0.96 , 0 , -0.017213 , 0.0898402 , -0.00146449
0.00666667 , 0.966667 , 0 , -0.0260817 , 0.114483 , -0.0105132
0.00666667 , 0.973333 , 0 , -0.0403574 , 0.146306 , -0.0254259
0.00666667 , 0.98 , 0 , -0.0500349 , 0.181862 , -0.051275
0.00666667 , 0.986667 , 0 , 0.0793535 , 0.188138 , -0.0947018
0.00666667 , 0.993333 , 0 , 1 , 0 , -0.12163
0.0133333 , 0 , 0 , 0 , 0 , 0.0390197
0.0133333 , 0.00666667 , 0 , 5.28516e-05 , -3.24324e-05 , 0.0390146
0.0133333 , 0.0133333 , 0 , 0.00013319 , -0.000133222 , 0.0390052
0.0133333 , 0.02 , 0 , 0.000208911 , -0.000297868 , 0.038998
0.0133333 , 0.0266667 , 0 , 0.000269066 , -0.000515767 , 0.038995
0.0133333 , 0.0333333 , 0 , 0.000311478 , -0.000773637 , 0.0389976
0.0133333 , 0.04 , 0 , 0.000337177 , -0.00105781 , 0.0390069
0.0133333 , 0.0466667 , 0 , 0.000348083 , -0.00135535 , 0.0390234
0.0133333 , 0.0533333 , 0 , 0.000346105 , -0.00165445 , 0.0390476
0.0133333 , 0.06 , 0 , 0.000332846 , -0.00194448 , 0.0390797
0.0133333 , 0.0666667 , 0 , 0.000309543 , -0.00221579 , 0.0391197
0.0133333 , 0.0733333 , 0 , 0.000277091 , -0.00245958 , 0.0391675
0.0133333 , 0.08 , 0 , 0.000236107 , -0.00266762 , 0.0392231
0.0133333 , 0.0866667 , 0 , 0.000186995 , -0.00283218 , 0.0392862
0.0133333 , 0.0933333 , 0 , 0.000130003 , -0.00294582 , 0.0393566
0.0133333 , 0.1 , 0 , 6.52831e-05 , -0.00300135 , 0.0394339
0.0133333 , 0.106667 , 0 , -7.06784e-06 , -0.00299176 , 0.0395177
0.0133333 , 0.113333 , 0 , -8.6965e-05 , -0.00291018 , 0.0396075
0.0133333 , 0.12 , 0 , -0.000174304 , -0.00274991 , 0.0397025
0.0133333 , 0.126667 , 0 , -0.000268936 , -0.00250446 , 0.039802
0.0133333 , 0.133333 , 0 , -0.000370643 , -0.00216756 , 0.0399051
0.0133333 , 0.14 , 0 , -0.000479126 , -0.00173326 , 0.0400105
0.0133333 , 0.146667 , 0 , -0.000593992 , -0.00119598 , 0.0401172
0.0133333 , 0.153333 , 0 , -0.000714746 , -0.000550594 , 0.0402236
0.0133333 , 0.16 , 0 , -0.000840789 , 0.000207483 , 0.0403282
0.0133333 , 0.166667 , 0 , -0.000971417 , 0.00108221 , 0.0404292
0.0133333 , 0.173333 , 0 , -0.00110583 , 0.00207685 , 0.0405247
0.0133333 , 0.18 , 0 , -0.00124312 , 0.00319389 , 0.0406127
0.0133333 , 0.186667 , 0 , -0.0013823 , 0.00443496 , 0.040691
0.0133333 , 0.193333 , 0 , -0.00152234 , 0.00580082 , 0.0407571
0.0133333 , 0.2 , 0 , -0.00166209 , 0.00729126 , 0.0408089
0.0133333 , 0.206667 , 0 , -0.00180042 , 0.0089051 , 0.0408436
0.0133333 , 0.213333 , 0 , -0.00193613 , 0.0106402 , 0.0408589
0.0133333 , 0.22 , 0 , -0.00206802 , 0.0124933 , 0.0408521
0.0133333 , 0.226667 , 0 , -0.00219492 , 0.0144603 , 0.0408208
0.0133333 , 0.233333 , 0 , -0.00231564 , 0.016536 , 0.0407624
0.0133333 , 0.24 , 0 , -0.00242909 , 0.0187144 , 0.0406746
0.0133333 , 0.246667 , 0 , -0.00253419 , 0.0209885 , 0.0405551
0.0133333 , 0.253333 , 0 , -0.00262996 , 0.0233506 , 0.0404017
0.0133333 , 0.26 , 0 , -0.0027155 , 0.0257919 , 0.0402127
0.0133333 , 0.266667 , 0 , -0.00279002 , 0.0283035 , 0.0399862
0.0133333 , 0.273333 , 0 , -0.00285281 , 0.0308753 , 0.0397207
0.0133333 , 0.28 , 0 , -0.0029033 , 0.0334972 , 0.0394152
0.0133333 , 0.286667 , 0 , -0.00294103 , 0.0361584 , 0.0390687
0.0133333 , 0.293333 , 0 , -0.00296566 , 0.0388478 , 0.0386806
0.0133333 , 0.3 , 0 , -0.00297699 , 0.0415542 , 0.0382507
0.0133333 , 0.306667 , 0 , -0.00297491 , 0.0442663 , 0.0377789
0.0133333 , 0.313333 , 0 , -0.00295945 , 0.0469727 , 0.0372657
0.0133333 , 0.32 , 0 , -0.00293076 , 0.049662 , 0.0367119
0.0133333 , 0.326667 , 0 , -0.00288907 , 0.052323 , 0.0361184
0.0133333 , 0.333333 , 0 , -0.00283473 , 0.054945 , 0.0354866
0.0133333 , 0.34 , 0 , -0.00276818 , 0.0575171 , 0.0348182
0.0133333 , 0.346667 , 0 , -0.00268994 , 0.0600292 , 0.0341151
0.0133333 , 0.353333 , 0 , -0.00260059 , 0.0624714 , 0.0333795
0.0133333 , 0.36 , 0 , -0.00250078 , 0.0648344 , 0.0326138
0.0133333 , 0.366667 , 0 , -0.00239123 , 0.0671094 , 0.0318208
0.0133333 , 0.373333 , 0 , -0.00227268 , 0.0692882 , 0.0310033
0.0133333 , 0.38 , 0 , -0.00214591 , 0.0713631 , 0.0301642
0.0133333 , 0.386667 , 0 , -0.00201173 , 0.0733271 , 0.0293067
0.0133333 , 0.393333 , 0 , -0.00187096 , 0.0751738 , 0.0284341
0.0133333 , 0.4 , 0 , -0.00172444 , 0.0768976 , 0.0275496
0.0133333 , 0.406667 , 0 , -0.001573 , 0.0784933 , 0.0266566
0.0133333 , 0.413333 , 0 , -0.00141746 , 0.0799566 , 0.0257584
0.0133333 , 0.42 , 0 , -0.00125865 , 0.0812838 , 0.0248585
0.0133333 , 0.426667 , 0 , -0.00109737 , 0.0824718 , 0.0239601
0.0133333 , 0.433333 , 0 , -0.00093439 , 0.0835182 , 0.0230666
0.0133333 , 0.44 , 0 , -0.000770478 , 0.0844211 , 0.022181
0.0133333 , 0.446667 , 0 , -0.000606362 , 0.0851795 , 0.0213064
0.0133333 , 0.453333 , 0 , -0.000442742 , 0.0857928 , 0.0204459
0.0133333 , 0.46 , 0 , -0.000280287 , 0.0862609 , 0.0196022
0.0133333 , 0.466667 , 0 , -0.000119632 , 0.0865844 , 0.0187779
0.0133333 , 0.473333 , 0 , 3.86207e-05 , 0.0867644 , 0.0179756
0.0133333 , 0.48 , 0 , 0.000193905 , 0.0868026 , 0.0171976
0.0133333 , 0.486667 , 0 , 0.00034569 , 0.0867009 , 0.016446
0.0133333 , 0.493333 , 0 , 0.000493482 , 0.086462 , 0.0157227
0.0133333 , 0.5 , 0 , 0.000636819 , 0.0860889 , 0.0150295
0.0133333 , 0.506667 , 0 , 0.000775278 , 0.0855849 , 0.0143679
0.0133333 , 0.513333 , 0 , 0.00090847 , 0.0849539 , 0.0137391
0.0133333 , 0.52 , 0 , 0.00103604 , 0.0842 , 0.0131445
0.0133333 , 0.526667 , 0 , 0.00115767 , 0.0833277 , 0.0125848
0.0133333 , 0.533333 , 0 , 0.00127307 , 0.0823418 , 0.0120607
0.0133333 , 0.54 , 0 , 0.00138198 , 0.0812474 , 0.0115728
0.0133333 , 0.546667 , 0 , 0.00148419 , 0.0800498 , 0.0111215
0.0133333 , 0.553333 , 0 , 0.00157951 , 0.0787546 , 0.0107067
0.0133333 , 0.56 , 0 , 0.00166777 , 0.0773677 , 0.0103286
0.0133333 , 0.566667 , 0 , 0.00174885 , 0.075895 , 0.00998683
